84,"CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,Name,Date,"Burial Date c.",Contents,Mints,Disposition,Bibliography,"Sort date",Location,Notes,
,,,,,,,,,10.336,,"unknown Findspot",1990,"Early 1st cent. BC","91 AR","Cappadocia: 20 Antiochus VII imitations (Lorber and Houghton Series I, issue 3)
Cappadocia: 60 Antiochus VII imitations (Lorber and Houghton Series II)
Cappadocia: 11 Antiochus VII imitations (Lorber and Houghton Series III)",Dispersed,"C.C. Lorber and A. Houghton, NC 166 (2006), pp. 52-3.",98,E,,
,,,," f",,7.064,,9.129,,,Epidaurus,1977,"300-290 BC","92 AU, pot hoard in excavations","Philip II (posthumous):
Pella: 3
Amphipolis: 1
Alexander III:
Macedonia: 9
Greece: 3
Tyre?: 1
Black Sea: 1
Lampsacus: 4
Abydos: 2
Ephesus: 1
Magnesia ad Maeandrum: 2
Miletus: 4
Teos: 1
Sardes: 5
Side?: 1
Tarsus: 1
Salamis: 3
Byblos: 1
Sidon: 6
Babylon: 17
Susa: 1
Alexandria: 1
Uncert. mints: 14
Philip III:
Abydos: 2
Arados: 1
Babylon: 4
Uncert. Asia Minor: 1
Seleucus I:
Seleuceia ad Tigrim: 1
Demetrius Poliorcetes
Salamis: 1",Athens,"M. Oeconomides, ‘Le trésor d’Épidaure 1977’ in Travaux Le Rider, pp. 307–311, pls. 31–3.",300,C,,
,,,,,,,,,10.106,,"Brâncoveanu, Dâmbovița, Romania",1967,"2nd-1st cent. BC","93 AR pot hoard","Alexander III
Byzantium: 1 tetradr.
Macedonia first region: 36 tetradrs.
Macedonia first region imit.: 31 tetradrs.
Thasos: 13 tetradrs.
Thasos imit.: 3 tetradrs.
Odessus: 1 tetradr.
Odessus imit.: 1 tetradr.
Uncert.: 7","Bucharest 86 (inv. 1387)","B. Mitrea, ‘Douå teazaure de monede antice descopirite în satul Brîncoveanu, jud. Dîmbovița’, Acta Valachica 3 (1972), pp. 103-107 at 103-5.",200,C,,
1.056,,,,,,,,,,,Turkey,1973/4,275,"94+ AR","Alexander III
Philip III
Seleucus I
Lysimiachus","in commerce","on fiel in BM. Fig. 9",,,,
,,,,,,,,9.196,,,"Balkan area",1990s,"240 BC","98 AR","Philip II (celtic imit.): 17
Alexander III (celtic imit.): 1
Philip II:
Pella: 1
Uncert. mint: 1
Alexander III:
Macedonia: 1
Pella: 11
Amphipolis: 5
Uncert. Gr. or Mac.: 3
Parium: 1
Ephesus: 1
Magnesia: 1
Sardes: 1
Side: 1
Ake: 2
Aradus: 3
Tyre: 1
Uncert. Phoenicia: 1
Babylon: 4
Carrhae: 2
Uncert. mint: 1
Uncert.: 11
Philip III: 
Babylon: 1
Lysimachus:
Lysimacheia: 1
Lampsacus: 1
Magnesia: 1
Smyrna: 1
Pergamum: 1
Colophon: 2
Aenos: 1
Uncert. mint: 1
Chalcedon: 1
Demetrius Poliorcetes:
Amphipolis: 1
Uncert. Mac.: 2
Philetaerus:
Pergamum: 1
Euemenes I: 3
Seleucus I:
Seleuceia Pieria: 1
Seleuceia ad Tigrim: 2
Antiochus I: 
Sardes: 1
Tarsus: 1
Seleuceia ad Tigrim: 3
Antiochus II: 
Cyme: 1
Orsoaltios: 1","In commerce","U. Wartenberg and J.H. Kagan, ‚ÄòSome comments on a new hoard from the Balkan area‚Äô in Travaux Le Rider, pp. 395-407, pls. 40-5.",240,C,,
,,,,,,,8.526,,,,"unknown findspot",1990,65,"98 AR","Ephesus
Pergamum
Laodiceia
Nysa
Apamea
Tralles","in trade","pl. LXXXII, 1-17; pl. LXXXIII, 1-17; pl. LXXXIV, 1-17; pl. LXXXV, 1-17; pl. LXXXVI, 1-17; pl. LXXXVII, 1-13",,,,
1.003,,,,,,,,,10.203,,"Asia Minor",1935-1940,"Late 6th century BC","983 AR","906 fr.
77 pieces of unminted silver","Ashmolean Museum, Oxford","H. S. Kim and J. H. Kroll, ‘A Hoard of Archaic Coins of Colophon and Unminted Silver (CH I.3)’, AJN 20 (2008), pp. 53-103 with pls. 12-36",525,E,"Kim and Kroll reference in CH 10.203.",
,,,,,,,,,10.019,,"Myrmekion, Ukraine",2003,375-350,"99 EL pot hoard in excavation","Cyzicus: 99","Kerch Museum (inv. nos. KP-155473-155571, KN 5388-5486)","The Myrmekion Hoard: New Discoveries in the Bosporos by the Hermitage Archaeological Expedition (St. Petersburg, 2004). A.M. Butyagin and D.E. Chisov, ‘The hoard of Cyzicenes and Shrine of Demeter at Myrmekion’, Ancient Civilizations from Scythia to Siberia 12 (2006), pp. 77-131. W.M. Stancomb, NC 166 (2006), pp. 373-4. Republished in M. Abramzon et al. (eds), Клады Античных Монет, From the Collection of the Kerch State History and Cultural Reserve 1 (Kiev, 2006), pp. 15-29 with pls. I-VI and summary in English p. 139, including further discussion of date of burial. Published again by M.G. Abramzon and N.A. Frolova, ‘Le trésor de Myrmekion de statères cyzicènes’, RN 163 (2007), pp. 15-44. with pls. 1-VI.",375,C,,
1.107,,,,,,,,,,,"North Coast of Turkey",1973,"1st cent",AE,Pontic,dispersed,"on file in BM",,,,
,,,,,,,8.130,,,,"Near Sardes (?), Lydia, Turkey","before 1991","350 - 300",AE,"Lydia?: Gamersos","in trade","D.O.A. Klose, Von Alexander zu Kleopatra. Herrscherportrats der Griechen und Barbaren, Staatl. Munzsammlung Munchen (1992), p. 19, no. 15; S. Schultz, 'Aphroditekopf oder Dynastenbildnes?', SM 1992, pp. 113-116.",,,,
,,,,,,,,,10.255,,"Caria, Turkey",1986,"Late 4th cent. BC",AE,"Philip II/Alexander III
Macedonia
Miletus",?,"M.-C Marcellesi, Milet des Hécatomnides à la domination romaine, (Mainz, 2004), p. 228.",310,E,,
,,,,,,,8.073,,,,"Asia Minor","1990 or later","400 BC",AR,"Athens: tetradr. & dr., all cut
Sardes: many sigloi, all cut
ingots: 2 square cake","in trade","photos in BM",,,,
,2.112,,,,,,,,,,Turkey,1975,85,AR,"Mithradates VI Pontus","in commerce",,,,,
,,,,,,,,,10.430,,"Ottati, Salerno, Italy",1838,"Mid 2nd cent. BC",AR,"Alexander III
Perseus",Dispersed,"See Documenti inediti per servire alla storia dei Musei d'Italia: Pubblicati per cura del Ministero della pubblica istruzione IV (Florence and Rome, 1880), p. 104 for the above list of coins apparently found together and probably constituting a hoard.",160,W,,
,,,,,,,,9.524,,,"unknown findspot, Asia Minor","1999 or earlier","Mid to late 2nd cent. BC",AR,"Cistophori:
  Pergamum
  Ephesus
  Tralles","Usak Museum, on display",,150,E,,
,,3.041,,,,,,,,,"South Anatolia, Turkey",1976,240,"AR 235+","Antigonus Gonatus 235",,"to be published by A. Walker",,,,
,,,,,,,,9.375,,,Chios,1471,"4th-2nd cent. BC","AR and AE","Macedonia: Philip II or V",Unknown,"W. Schwabacher, SM 9 (1959), p. 19; cf. J. Kagan AJN 3-4 (1992), p. 199.",400,E,,
,,,4.024,,,,,,,,"Asia Minor",1976/7,330,"AR hundreds","Persian sigloi","recorded at BM",,,,,
,,,,,,,8.461,,,,"unknown findspot",1986,"140 BC","AR, AU?","Myrina: tetradr. (large numbers)
Cyme
Smyrna: (lot as superior 11/6/86)
Demetrius I:
Athens: New Style ?
Seleucid: AV?","in trade",,,,,
,,,,,,,8.492,,,,Turkey,"1975 or earlier","100 - 75 BC","at least 34 AR","Rhodian Plinthophoric dr. from Jenkins Group D (1 specimen) and E (33). Jenkins issues 209 ?(1), 244 (2), 246 (9), 247 (3), 2149 (19).
""?Part of CHI, 91?, or CHI, 90?""","dispersed on Istanbul and London markets, summer 1975",,,,"Heading: 'CH 1, 90 or 91?'",
,,,,,,,8.033,,,,"Tolbuhine district, Bulgaria (between Kavarna and Baltchik)",1979,"500 - 400 BC","c. 10 AR, in heap, excavation","Persian sigloi","5 in the National Historical Museum, Sofia; rest dispersed","J. Youroukova, Archeologia 1-2 (1981) pp. 126-130",,,,
,,,,,,,,,10.279,,"unknown Findspot",2002,"200 BC?","c. 100 AR","Oenoanda: didrs. as BMC 1",Dispersed,"R.H.J. Ashton, NC 165 (2005), pp. 65-77, pls. 4-8.",200,E,,
,,,,,,,,9.359,,,"unknown findspot","Before 1992","440 BC","c. 100 AR","Caria uncert.:
Lion head/eagle: 17 ob.
Lion head/lion mask: 14 ob.
Female head/lion mask: 4 ob.",Dispersed,"S. Hurter, ‚ÄòLions and lionesses, eagles and a few heads: a new uncertain mint in Caria‚Äô, in Hersh Essays, pp. 109-12, pls. 8-9.",440,E,,
,,,,,,,8.426,,,,"Thessalonike area?, Greece",1992?,"170 BC","c. 1150 AR","Rhodian and pseudo-Rhodian dr.
G. Hirsch 177 (1993), 340-357 and 359-360 look as if they come from the hoard.","in commerce: 930 on London market",,,,,
,,,,,,,,9.365,,,Örcünlü,1970,"420 BC","c. 120 AR and EL","Athens:
24 tetradrs.
4 drs.
Selymbria: 7 drs
Cyzicus 4 st.","Istanbul 76 (inv. no. 890)","T G√∂kyildirim, ‚ÄòVth c. BC coin hoard from Thrace - √ñrc√ºnl√º‚Äô, in Stephanos Nomismatikos, pp. 279-93.",420,E,,
,,,,,,,,9.512,,,"unknown findspot",c.1995,"150 BC","c. 140 AR","Caunus: c. 140 hemidrs. (Athena/sword)","private collection","R. Ashton, ‚ÄòThe Hellenistic Hemidrachms of Kaunos‚Äô, RBN 145 (1999), pp. 141-54, pls. 14-16.  Some contemporary plintophoric drachms of Caunus probably also formed part of the hoard.",150,E,,
,,,,,,,8.347,,,,Rhodes?,"before 1987","200 BC","c. 1470 AR","Rhodes: c. 350 tetradr. - Ameninias, Aristokritos, Eukrates, Tharsytas; c. 1120 didr. - most as BMC 129 ff. (with magistrates Agesidamos, Erasikles, Mnasimachos, Timotheos, Ameinias, Aristokritos, Eukrates, Tharsytas, Akesis, Anaxandros), 25 or more as BMC 49-55, 1 or more as SNG Fitzwilliam 4782","in trade","R.H.J. Ashton, NC 1989, pp. 8-9",,,,
,,,,,,,8.026,,,,"Burdur Region, Southern Turkey","before 1989","500 - 400 BC","c. 200 AR","Persian sigloi (5th cen.)","Burdur Museum, on display 1989",,,,,
,,,,,,,8.471,,,,"Tartous, Syria",1987,"120 BC","c. 200 AR (tetradr.)","Macedonia, Alexander III: Temnos 1, other posthumous 93
Athens: (6) Thompson 65-72, 94-101, 101, 110, 158-169, 184-201, 247-265
Clazomenae: 1 tetradr. Mytilene: 1 tetradr.
Smyrna: 2 tetradr.
Byzantium: 1 tetradr. Alexander I Balas: Pieria, with Kleopatra Thea (3), Antioch (2)
Demetrius II: First Reign, Mopsus (1)
Tryphon: Antioch (8)
Antiochus VII: unknown Cilician mint (2), Mallus (2), uncertain mint in N. Syria or Cilicia (1), Sidon (3), Tyre (1), Damascus (4)
Alexander II Zabinas: Antioch (4)
Kleopatra Thea: Sole Reign at Ake-Ptolemais (1)
Kleopatra Thea and Antiochus VIII: Ake-Ptolemais (2)
Baktria, Diodotus I","in trade","pl. LXIII, 37; pl. LXIV, 1-14; pl. LXV, 1-15; pl. LXVI, 1-17; pl. LXVII, 1-6",,,,
,,,,,,,,,10.275,,"Quetta, Pakistan",2001,"206-200 BC","c. 230 AR",,,"Preliminary notice in SC I.2, pp. 13-4. Now published below by R.P. Miller, below, pp. 000-000.",,,,
,,,,,,,,9.532,,,"unknown findspot",1997,"130 BC or earlier","c. 26 AR","Ephesus 15 drs.
Aradus 8 drs.
Antiochus IV:
Antioch 1 dr.
Alexander I:
Antioch 1
Antiochus VII:
Antioch 1","In commerce","See P. Kinns, ‚ÄòThe Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards‚Äô, NC 159 (1999), pp. 47-97 at 75-6 whos suggests that the Seleucid material may be intrusive.",130,E,,
,,,,,,,,9.421,10.241,,"Caria, Turkey",1979,"340 BC","c. 2600 AR","Thasos: 29 tetradrs.
Cyzicus: 25 tetradrs.
Colophon: 1 tetradr.
Ephesos:
600 tetradrs.
4 didrs.
Chios 17 tetradrs.
Samos 22 tetradrs.
‘Satrapal’ issues: 17 tetradrs.
Cnidus: 2 didrs.
Hekatomnid:
Anonymous issues: 2 tetradrs.
Mausolus: 232+ tetradrs.
Hidrieus: 206+ tetradrs.
Pixodarus:
	14 tetradrs.
	182 didrs.
Cos: 
74 tetradrs.
48 didrs.
Rhodes: 30+ didrs.
","Dispersed. Kayhan collection, Turkey 4","S. Hurter, ‘The “Pixodaros Hoard”: a Summary’ in Price Studies, pp. 147–153, pls. 31–3. For fuller publication CH 9, pp. 159–243. For a specimen of this hoard see SNG Kayhan 872-3 (Mausolus), 880 (Idrieus), 890 (Pixodarus).",340,E,"Contents, Mint and Bibliography in CH 9.421. References to Kayhan collection in CH 10.241.",
,,,,,,,,9.473,,,Chios,1988,"Early 3rd. cent. BC","c. 40 AE","Chios: 40","Chios Museum of Prehistoric and Classical Antiquities","C. Lagos, NC 156 (1996), p. 268. The discovery of the coins in the excavation was noted in ARXAIOLOGIKON DELTION b‚Äô2, 1988 (Athens, 1992), p. 463. To be published by E. Papageorgiou.",300,E,,
,,,,,,,,,10.295,,"Beqa’ Valley, Lebanon",1995,170-160,"c. 40 AR","Alexander III
Mytilene: 1 (Price -)
Temnus: 3 (Price 1676, 1686)
Phaselis: 1 (Yr. 32: Price 2874)
Side: 1 (KΛ-EY)",Dispersed,"J. Elayi, ‘Un trésor de tétradrachmes aux types d’Alexandre trouvé dans la Bequa’ in Travaux...Le Rider, pp. 135-138, pl. 11.",170,E,,
,,,,,,,8.025,,,,"Osmaniye, Eastern Asia Minor",unknown,"500 - 400 BC","c. 40-50 AR","Persian sigloi","Adana Museum, on display (1990)",,,,,
,,,,,,,,9.522,,,"unknown findspot",1996,"Mid 2nd cent. BC","c. 400 AR","Halicarnassus: 10-20 drs.
Myndus: 300 drs.
Uncert.: 60 frs.","In commerce","B. Zabel, xxxx, below, pp. 000-000",150,E,,
,,,,,,,8.207,,,,Lebanon,1987,"315 BC","c. 50 AR","Macedonia, Alexander III: 
Babylon 3 (1 plated), Ake 3, Sidon 1, Tarsus 2
Macedonia, Philip III: 1 (Aradus)","in trade",,,,,
,,,,,,,,,10.273,,"Asilbeyli, Kirklareli district, Turkey",1993,"c. 220 BC","c. 500 AE","Lysimacheia: 
28 AE (Herakles/Artemis) 
21 AE (Demeter/Nike)
222 AE (Herakles/Nike)","Kirklareli Museum","M. Arslan, ‘Durmaz koleksiyonu'ndaki buyuk iskender tetradrahmi definesi’, Belleten LXXII. 263 (2008), pp. 5-51 with pls. 1-11.",220,E,,
,,,,,,,8.417,,,,"Lechaena, near Patras, Greece",1979,"175 - 150 BC","c. 550+ AE","mainland Greece: many
Macedonia: many
Seleucid: many
Ptolemaic: many
Cyclades
Asia Minor
Carthage: 3
Tarentum: 1
Roman Republic: 1","in trade","no. 358 may be part of this hoard.",,,,
,,,,,,,,9.565,,,"Dinar (Apameia, Phrygia)","before 1996","Mid 1st cent. BC","c. 6000+ (56+ kg) AE found in a pot","Apameia (Athena r./eagle over maeander)  
Most, pehaps all, with moneyer ŒëŒùŒ§ŒôŒ¶Œ©Œù ŒúŒïŒùŒïŒöŒõŒïŒüŒ•Œ£ (BMC 44-6)","Most in Afyon Museum; some dispersed.",,50,E,,
,2.070,,,,,,8.312,,,,"Tarik Darreh, near Hamadan, Iran",1974,"226 - 225 BC","c. 62 AU","CH 2: Alexander III (incl. Sardes TI—Torch)
Seleucid (incl. Leu April 1975,296, Seleucus II)
Carthage
Cyrene
Ptolemy II (Theon Adelphon)

CH 8: Alexander III, Macedonia: 25+ st. (details of some on file in BM)
Seleucus I and II, Syria: 34+
Carthage: 1
Cyrene: 1
Ptolemy III, Egypt: 1 octodr. (Theon Adelphon.)",Dispersed,"A. Houghton, ANSMN 25 (1980) pp. 31-44, pl. 4-5",,,"Reference to Houghton and fuller list of mints in CH 8.",
,,,,,,,,9.487,,,"unknown findspot",1995,"260-250 BC","c. 80 AR","Alexander, Philip III and Lysimachus ds.
Abydos: 9A
Chios: 1A
Colophon: 22A, 3P, 1L
Lampsacus: 9A, 1P
Magnesia: 6A
Miletus: 14A
Sardes: 3A, 1P
Teos: 2A
Unc. Macedonia or Greece: 1A
Uncertian W. Asia Minor: 6A
Uncertain: 1A","In commerce","E. Papaefthymiou, ‚ÄòUn tr√©sor (1995) de 80 drachmes aux types d‚ÄôAlexandre III‚Äô,  Mn√Ümh Price, pp. 119-34.",260,E,,
,,,,,,,,,10.041,,"unknown Findpsot",1998,"320 BC","c. 900 AE","Philip II: 290+
Alexander III: 10+",Dispersed,"A listing of 300 coins from the hoard, with some photographs in H. Troxell, ‘A partial hoard of royal Macedonian bronzes’ in S. Mani-Hurter and C. Arnold-Biucchi (eds), Pour Denyse. Divertissements Numismatiques (Bern, 2000), pp. 189-199.",320,C,,
,,,,,,,,,10.252,,"unknown Findspot","2002 or earlier","Late 4th cent. BC","c. 900+ AR","Cius: half sigloi (Apollo hd./prow)",Dispersed,"R.H.J. Ashton, NC 162 (2002), p. 394, no. 35, with listing of magistrates.",320,E,,
,,,,,,,8.290,9.491,,,"North Syria?",1983,"250 BC","CH 8: 26 AR","CH 8: Ephesus: 16+ dr.
Aradus: 3 st., 4 dr.",,"CH 9: This group is to be deleted: it is certainly contaminated with coins attributable to the Ma‚Äôaret En-Nu‚Äôman hoard (CH 6.37; 7. 98; 8.433; 9.000). See P. Kinns, ‚ÄòThe Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards‚Äô, NC 159 (1999), pp. 47-97 at 55.",250,E,,
,,,,,,,8.019,9.347,,,"unknown findspot","before 1990","500 BC","CH 8: 68 + AR
2 AR fibulae
ingots, all corroded, many cut","CH 8: Abdera: 1 octodr.
Thasos: 4
""Lete"": 3 (cf. Ras Shamra hoard)
Dikaia: 1 (Heracles head)
Macedonia: 1 (horseman, unpublished)
""Stageira"": 1 (boar)
Macedonia: 2 (cow and calf)
Aegina: 6+
Naxos: 1
""Andros"": 1
Ialysos: 1
Lindos: 1
Lydia, Croesus: 1 st.
Lycia: 12 + (boar/incuse)
Phaselis: 1
Cyprus: 2 (? bee/winged Acheloos - as Demanhur)
Salamis: 14 + (ram)
Cyprus: 1 (horse+inscription)
Cyprus: 3+ (lion head on large flan, incl. Leu 50 (1990), lot 191)
Cyprus: (lion head, small flan, others too worn to be identified)","In commerce.","Now published by J.H. Kagan, ‚ÄòAn Archaic Greek Coin Hoard from the Eastern Mediterranean and Early Cypriot Coinage‚Äô, NC (1994), pp. 17-52.",500,E,"Publication by Kagan given in CH 9.",
1.085,,,,,,,8.414,,,,"unknown findspot","before 1981","175 BC","CH 8: 8+ AR","CH 1: Rhodes: 181 dr. (as BMC 235 ff); 20 1/2dr. (as BMC 188 ff).
CH 8: Rhodian Plinthophoric dr., including:
1 AGEMAXOS
1 AGHSIDAMOS
1 AQANODPROS
1 AINHTPR
1 ANAXIDOTOS
1 STASION
2 FILOKRATHS","BM 45. Dispersed on Munich and London Market 1980/1981. Casts of 3 in possession of R. Ashton.","To be published by G.K. Jenkins.

H. Seyrig, Tresors, no. 23, with additions in brackets recorded at ANS and BM. to be published by H. Kuthmann, Munich, cf. SNR 53, 1974, 11-12
cf. JNFA 4, 1975, 30.
Christies Sale Catalogue, 17.10.1984, pp. 8-9",,,"Reference to Jenkins in CH 1.",
,,,,,,,8.241,9.140,,,Salmanovo,1979,"290-270 BC","CH 9: 1 AR, 1 AE","CH 8:
Philip III Arrideus: tetradr. (323-316 BC)
Cassander: AE (316-297 BC) head of Herakles/lion lying down

CH 9: Alexander III:
W. Asia: 1 dr.
Lysimachus:
Athena/lion AE: 1","Shumen (inv. nos. 11877-8)","CH 8: J. Youroukova, Archeologia 1-2 (1981) p. 126-130

CH 9: For corrected identification of these two coins, see K. Dimitrov, ‚ÄòThe contacts of Thrace during the early Hellenistic age, reflected in some coin hoards‚Äô Bulgarian Historical Review 4 (1990) pp. 47-65.",290,C,,
,,,,,,,,,10.298,,"Qal’at el-Moudiq (Apameia region), Syria","shortly before 1996","165 BC","Contents: 45 AR",,Dispersed,"J. and A. G. Elayi, ‘Un nouveau trésor de monnaies sécleucides de la région d’Apamée de Syrie’, Bulletin Du Cercle d’Études Numismatiques 41.2 (2004), pp. 43–50 with plates i–ii, pp. 52–62 with pls. iii–iv. See also A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 87–88.",,,,
,,,,,,,8.006,,,,"Western Turkey",1985,"540 B.C. c.",EL,"early EL, 1 AV dump countermarked lion & bull heads (14/16 gm.)","in trade",,,,,
,,,,,,7.080,8.308,,10.269,,"Meydancıkkale, Turkey",1980,"240s BC","found in 3 pots: 5216 AR
Pot A: 2298 AR
Pot B: 786 AR
Pot C: 1 131 AR","Pot A:
Macedonia, Alexander III / Philip III: 686 tetradr.; 671 dr.
Demetrios Poliorcetes: 13 tetradr.
1 dr.
Antigonos Gonatas: 1 tetradr.
Lysimachus: 62 tetradr. (1 Alexandertype)
16 dr. (13 Alexandertype)
Seleucid (Seleucus I to Seleucus II): 114 tetradr. (52 Alexandertype)
6 dr. (5 Alexandertype)
Attalids: 32 tetradr.
Ptolemies: 1 octadr.
794 tetradr. (type Ptolemy I)
1 tetradr. (type Arsinoe II)
Pot B:
Macedonia, Alexander III / Philip III: 207 tetradr.; 40 dr.
Demetrios Poliorcetes: 13 tetradr.
3 dr.
Antigonos Gonatas: 2 tetradr.
Lysimachus: 52 tetradr. (1 type Alexander)
1 dr.
Seleucid (Seleucus I to Seleucus II): 79 tetradr. (37 type Alexander)
Attalids: 28 tetradr. Ptolemies: 3 octadr.
1344 tetradr. (type Ptolemy I)
13 dekadr. 1 tetradr. (type Arsinoe II)
Pot C:
Alexander III / Philip III: 463 tetradr.
587 dr.
Demetrios Poliorcetes: 1 tetradr.
Lysimachus: 3 tetradr. (2 type Alexander)
14 dr. (12 type Alexander)
Seleucid (Seleucus I to Antiochus I): 58 tetradr. (all type Alexander)
Ptolemies: 1 tetradr.(type Ptolemy I)
","Dispersed. Ankara.","CIN Newletter 2. 1981, 19.
Laroche, E. CRAI 1981, 356-370.

A. Davesne, G. Le Rider, Le trésor de Meydancikkale (Cicilie Trachée, 1980), Paris, 1989.
G. Le Rider, ‘Les Trouvailles Monétaires dans le Temple d’Artémis à Sardes (IGCH 1299 et 1300)’, RN 1991, pp. 79-80, 82 note 28
A. Davesne and V. Yenisoganci, ‘Les Ptolemées en Séleucide: Le Trésor d’Hüseyinli’, RN 1992, pp. 26-29.

A die study of the Ptolemaic portion of the hoard and a complete re-evaluation of the structure and chronology of issues contained is provided by F. de Callataÿ, ‘L’Instauration par Ptolémée Ier Sôter d’une économie monétaire fermée’, L’Exception Egyptienne, pp. 117-133.",240,E,"Disposition in CH 7.080. Mints in CH 8.08. References to CIN and Laroche in CH 7, to Davesne and Le Rider in CH 8 and De Callataÿ in CH 10.",
,,,,,,7.106,,,,,Rhodes,1975,150,"hundreds AE",Rhodes,dispersed,,,,,
,,,,,,7.044,,,,,"Cilicia, Turkey",1978,333/2,"hundreds AR","Tarsus Mazaeus",dispersed,,,,,
,,,,5.038,,,,,,,Turkey,1978,"200 BC","Several AR",Miletus,,,,,,
,,,,,,7.092,,,,,Turkey,1897,"early 2nd","several AR","Bithynia Prusias",,"Num. Circ. VI 1897-8, 2638",,,,
,,,,,,,8.280,,,,Turkey,1989,"260 BC",,"Alexanders
Lysimacheia
Antiochus I (Alexander type, own type)","in trade",,,,,
,,,,5.002,,,,,,,"Asia Minor","pre 1965","480 ?",,"Abdera
Thasos
Lindos ?
Phaselis","in commerce","H.B. Wells, SAN X, 1, 1978, 7-9",,,,
,,,,,,,8.375|8.411,,10.469,,"Cuenca province, Spain",,"Early 2nd cent. BC",,,,"These two entries in CH 8 refer to the same hoard.",190,S,,
,2.004,,,,,,,,,,,,,,"Cyzicene electrum",,"C. Preda, Pontica, 1974, 139-141",,,,
