"id","value","type"
"igch0545","Gooss, AVSL 13 (1876), p. 229","ref"
"igch0545","Mitrea, ED 10 (1945), p. 66, no. 10","ref"
"igch0661","dispersed","disposition"
"igch0661","Harsanyi, NK 1912, p. 141","ref"
"igch1164","B. Pfeiler 2","disposition"
"igch1164","Pfeiler, SNR 1966, p. 12","ref"
"igch1446","C. Hersh 17 (Alexander 14,  Philip 1, Lysimachus 2)","disposition"
"igch1446","Record of varieties in ANS","note"
"igch2186","Syracuse 4 (Pachino 1922 and  1924) presumably this bd.; New York (Syracusan pegasus); Ravel 21 re- duced wt. pegasi of Syracuse (in- cluding 9 from Ferruccio Brandis Sale, Canessa, May 22, 1922, 300-8). This collection also contained 4 AV of Aga- thocles with thunderbolt rev. (nos. 253-6) and 6 EL shekels of Carthage of Grp. V-VII (nos. 367-72), possibly also from this hd.","disposition"
"igch2186","Orsi's notes","ref"
"igch2186","Ravel, NC 1925, pp. 22-8, illus.","ref"
"igch2186","Jenkins-Lewis, Carthage, p. 58","ref"
"igch2186","Currò Pisanò, AIIN 1962-4, pp. 225-6, 239","ref"
"igch2186","It seems likely that both Lots A and B  relate to a single hd.","note"
"igch1842","C. Masson","disposition"
"igch1842","Masson, JASB 1836, pp. 1-28, illus.","ref"
"igch1842","Prinsep, Essays on Indian Antiquities 1 (London,  1858), p. 348","ref"
"igch0319","Athens","disposition"
"igch0319","Svoronos, JIAN 1907, p. 193","ref"
"igch1836","Paris 2","disposition"
"igch1836","Smith, Indian Ant. 1904, pp. 217-8","ref"
"igch1974","dispersed","disposition"
"igch1974","Information from P. Franke","note"
"igch2285","unknown","disposition"
"igch2285","Spano, BAS 1858, pp. 31, 67, note 5","ref"
"igch2285","Müller, Afrique 2, p. 108, note 1","ref"
"igch2285","Bornemann, BlM 1900, p. 119","ref"
"igch1134","dispersed","disposition"
"igch1134","Bertier de la Garde, ZOOID 26 (1906), pp. 250-76","ref"
"igch0741","Sofia 13 Abdera, 13 Parium,  47 Chers.","disposition"
"igch0741","RN 1895, pp. 103-6 (detailed record of part of  Sofia lot)","ref"
"igch0741","BSAB 4 (1914), p. 271","ref"
"igch0741","RN 1923, p. 29","ref"
"igch0316","Athens","disposition"
"igch0316","BCH 1926, p. 537","ref"
"igch0856","Sofia 27","disposition"
"igch0856","Gerasimov, BIAB 20 (1955), p. 607","ref"
"igch0874","Sofia 40 as noted; Pleven 4 as  noted","disposition"
"igch0874","Gerasimov, BIAB 12 (1938), p. 455","ref"
"igch1490","Turin","disposition"
"igch1490","Brandis, Das Münz-Mass- and Gewichtswesen in  Vorderasien (Berlin, 1886), p. 378, note 3","ref"
"igch1490","Schlumberger, L'argent grec, p. 9, no. 14","ref"
"igch1490","Naster, INCJ, p. 6","ref"
"igch1822","London (part)","disposition"
"igch1822","Gardner, NC 1879, pp. 1-12; 1881, p. 12","ref"
"igch1822","Cunningham, JASB 1881, pp. 151-86; 1883,  pp. 64, 258","ref"
"igch1822","Dalton, The Treasure of the Oxus (London, 1905;  2nd ed. 1926)","ref"
"igch1822","Hill, AttiMemIIN III.2 (1919), pp. 23-33","ref"
"igch1822","BMC Arabia, pp. CXLVIII-CLV","ref"
"igch1822","Regling, ZfN 1928, p. 96","ref"
"igch1822","Whitehead, NC 1943, pp. 66-8","ref"
"igch1822","Robinson, Iraq 1950, p. 51","ref"
"igch1822","Schlumberger, L'argent grec, pp. 46-9","ref"
"igch1822","Zeimal'-Zeimal' IzvOtdelObshchestNaukANTSSR","note"
"igch1822","(Dushanbe, 1962), pp. 40-5","ref"
"igch1822","Bellinger, ANSMN 10 (1962), pp. 51-67","ref"
"igch1822","Found with rich treasure of gold and silver  jewelry (see Dalton, Oxus). The numbers above are taken from Bellinger's list, but six obvious or probable forgeries are not included. It has been discussed whether the find was heavily contami- nated by addition of extraneous materi- al (Dalton and Regling) or actually constitutes one hoard (Schlumberger)","note"
"igch0027","see Kraay's record for 84  coins; Leu-Hess March 24, 1959, is now New York","disposition"
"igch0027","Jameson, RN 1908, pp. 301 ff., illus.; 1909,  pp. 188 ff., illus.","ref"
"igch0027","Kraay, NC 1964, pp. 1-20, illus.","ref"
"igch1821","Tomsk University","disposition"
"igch1821","Biehl, BlM 1923, pp. 445-9, illus.","ref"
"igch1821","No other Greek coins have been found so  far east; the hd. made its appearance in Tomsk, c. 1250 km. from the reported find place; the dirt on the coins was said to be similar to that on the coins found at Olbia. Clearly, the find place is not beyond suspicion","note"
"igch0864","L. Ruzicka, part","disposition"
"igch0864","Ruzicka, ZfN 1913, pp. 295-6","ref"
"igch0864","The findspot is not certain but Callatis is  probable","note"
"igch1057","Leningrad (Institute)","disposition"
"igch1057","Information from P. O. Karyszkowski","note"
"igch1545","formerly Rouvier coll. (some)","disposition"
"igch1545","Rouvier, Jour. Asiatique 12 (1898), p. 368","ref"
"igch1545","Seyrig, RN 1964, p. 47","ref"
"igch0343","New York 33","disposition"
"igch0343","Bellinger, NNM 42 (1930), pp. 9-14","ref"
"igch0343","Thompson, Athens, pp. 526 ff.","ref"
"igch0343","Price, NC 1964, pp. 27-36","ref"
"igch0343","According to recent information this hd.  and nos. 341 and 342 above are very likely a single find","note"
"igch1930","dispersed","disposition"
"igch1930","Note in ANS","ref"
"igch1930","No. 1919 above may be a part of this hd.","note"
"igch1449","dispersed","disposition"
"igch1449","Information from E. S. G. Robinson","note"
"igch1621","dispersed","disposition"
"igch1621","Seyrig, Trésors du Levant (in press)","ref"
"igch1296","Bergama","disposition"
"igch1296","Boehringer in Altertümer von Pergamon XI.1 (Berlin, 1968), pp. 110-11, illus.","note"
"igch1980","J. G. Ford 15 (now London cf.  NC 1919, p. 2); remainder (except Velia) A. J. Evans (now SNGLloyd 395, SNGOxford 729, 734, 737, 754-6, 764, 768, 772, 774-8, 780-92); New York 7 (SNG2, 507-12, 517)","disposition"
"igch1980","Evans, NC 1918, pp. 133-54, illus.","ref"
"igch1980","Sambon, Miscellanea Num. 1921, p. 33 with  drawing of one coin","ref"
"igch1980","Vlasto, NC 1930, p. 110, for provenance","ref"
"igch1980","Stazio, AIIN 1965-7, pp. 48, 52-3","ref"
"igch1980","Sambon provides an indifferent drawing of  a previously unknown type of Meta- pontum, the same coin illustrated by Evans on pl. 5, 4. This link, as well as the similarity of contents and dates of discovery, makes it clear that the hd. described briefly by Sambon (Noe 128) is the same as that later and more fully published by Evans (N. 897)","note"
"igch2348","Gerona","disposition"
"igch2348","Almagro Basch-Oliva Prat, NH 1960, pp. 145-69,  illus.","note"
"igch2348","de Guadan, MPER, pp. 164-7","ref"
"igch2348","Crawford, RRCH 178","ref"
"igch0677","Cluj 2 (Thasos:)","disposition"
"igch0677","Winkler, SCN 2 (1958), pp. 401-2","ref"
"igch1452","dispersed","disposition"
"igch1452","Bunbury, NC 1883, pp. 192 f., illus.","ref"
"igch1452","To be published by F. Kleiner","note"
"igch1644","c. 35 pieces in public and private colls. Record of pieces listed above on file in London and New York","disposition"
"igch1644","To be published by M. Price and N. Waggoner","note"
"igch0274","Athens (Agora)","disposition"
"igch0274","Hesperia, Suppl. 7 (1943), pp. 14, 24-7","ref"
"igch0274","Thompson, Athens, pp. 526 ff.","ref"
"igch0274","Price, NC 1964, pp. 27-36","ref"
"igch2046","Naples?","disposition"
"igch2046","Rizzi, Bullettino Arch. Napoletano 1855, p. 130","ref"
"igch2046","Sambon, Recherches, p. 29","ref"
"igch2046","Thomsen, ERC I, p. 108","ref"
"igch2046","The coins listed above include all finds from  the site. Those in the scyphus were not separately identified by Rizzi, but they presumably included most, if not all, of the 43 Phistelia, together with some other AR","note"
"igch0872","Sofia 22","disposition"
"igch0872","Reported by T. Gerasimov","note"
"igch1746","Erevan","disposition"
"igch1746","Shakhnazar'ian, Trudy Gosudarstvennogo Istori- cheskogo Muzeia Akademii Nauk Armianskoi SSR 2 (Erevan, 1950), pp. 7-35 (in Ar- menian)","ref"
"igch1746","Pakhomov VI, no. 1530","ref"
"igch1746","Kropotkin, no. 1558","ref"
"igch1746","Crawford, RRCH, no. 455","ref"
"igch1746","The coins are described according to Pakho- mov","note"
"igch0652","Turnu Magurele coll. 15","disposition"
"igch0652","Chitescu, SCN 4 (1968), pp, 453-5","ref"
"igch2305","Tunis (Bardo) some","disposition"
"igch2305","BCTH 1904, p. cxcv","ref"
"igch2305","Comm. de Bray, Bulletin de la Société archéologique  de Sousse 1907, pp. 95-7 (inexact data)","ref"
"igch2305","AA 1909, p. 204","ref"
"igch1393","dispersed","disposition"
"igch1393","Information from Tony Hackens","note"
"igch0155","Athens","disposition"
"igch0155","Svoronos, Athènes, pl. 32, 15-42","ref"
"igch0155","Noe gives the date as 1892 ? The hd.  reached the museum at that time but came to the Dept. of Antiquities in 1884","note"
"igch0543","Bucharest (Acad.) 10","disposition"
"igch0543","Moisil, Cabinetul numismatic 1938-42, pp. 9-10, nos. 75-84;  Balcania 1944, pp. 16-7","ref"
"igch0595","Oradea","disposition"
"igch0595","Mitrea, Dacia 1968, p. 446","ref"
"igch1076","Kiev","disposition"
"igch1076","Information from P. O. Karyszkowski","note"
"igch2043","divided between Florence and  Populonia","disposition"
"igch2043","Scamuzzi, StudEtr. 1941, pp. 141-62, illus.","ref"
"igch0128","dispersed","disposition"
"igch0128","Picard, BCH 1969, pp. 823-9, illus.","ref"
"igch1229","dispersed. Hoffman, Jan. 6,  1882, nos. 1433-7","disposition"
"igch1229","Robert, Études, p. 84","ref"
"igch1220","Boston 4; Berlin 2; London 1;  Cambridge 1 (ex Warren 1007)","disposition"
"igch1220","Greenwell, NC 1890, pp. 26 f., illus.","ref"
"igch1220","Löbbecke, ZfN 1890, pp. 8, 178 f., illus.","ref"
"igch1220","Baldwin, ZfN 1920, pp. 4-6; AJN 1924, pp. 14-8","ref"
"igch1220","Regling, ZfN 1931, pp. 28 f.","ref"
"igch1154","Istanbul","disposition"
"igch1154","References as no. 1193 above","note"
"igch1154","Noe gives a total of 93 EL, combining this  hd. with no. 1153 above and several stray finds","note"
"igch1388","Ankara 2003 (inv. no. 1485)","disposition"
"igch1388","Information from Saadet Taner","note"
"igch1388","The issues of Amisus are by far the most  numerous, followed by those of Sinope and Amastris. The numbers of coins from the other mints are small (Ga- ziura 2; Pimolisa 1). It is possible that the lot in Ankara derives from the large hd. mentioned in JNG 1969, p. 79, as appearing already in 1947 at Ordu","note"
"igch1388","Information from P. Franke indicates that  there should probably be added to this hd. a few AE from Pergamum, Rhodes, Side, Laodiceia ad Mare, and Seleuceia Pieria","note"
"igch0752","dispersed","disposition"
"igch0752","Gerasimov, BIAB 12 (1938), p. 453","ref"
"igch1578","dispersed","disposition"
"igch1578","Information from H. Seyrig","note"
"igch0581","Timisoara coll. 2","disposition"
"igch0581","Mitrea, Dacia 1965, p. 492","ref"
"igch1777","New York 5","disposition"
"igch1777","Newell, ESM, index of hoards, s. v. Mesopotamia  1925. Record of varieties in ANS","ref"
"igch1330","Berlin","disposition"
"igch1330","Regling, Priene, pp. 171 f.","ref"
"igch1710","unknown","disposition"
"igch1710","Information from R. Hazzard, Toronto","note"
"igch1890","Sambon, part","disposition"
"igch1890","Sambon, Recherches, p. 30","ref"
"igch1459","New York 24","disposition"
"igch1459","List of varieties in ANS","note"
"igch1459","To be published by F. Kleiner","note"
"igch2349","Madrid","disposition"
"igch2349","Cabré Aguilo, MNE 1921, no. 2, pp. 25-33, illus.","ref"
"igch2349","Beltran y Villagrasa, BASE 2 (1945), pp. 135-79","note"
"igch2349","Beltran Martinez, Caesaraugusta 23-4 (1964), pp.  79-86","ref"
"igch2349","Untermann, MM 1964, p. 121","ref"
"igch2349","Crawford, RRCH 220","ref"
"igch2349","Navascues, Las monedas hispanicas del Museo  Arqueológico Nacional de Madrid II (Barce- lona, 1971), pp. 37-56, illus.","ref"
"igch2349","Ramagosa, Acta NUM 1971, pp. 79-81","ref"
"igch1647","London 4 (BMCLycaonia, p.  95, no. 1; BMCLycia, p. 15, no. 71; BMCCyrenaica, pp. 3-4, no. 11-2); Boston 4 (Brett 1113, 1946, 1953, 1958)","disposition"
"igch1647","Head, NC 1886, pp. 1-18, illus. (cf. Petrie,  Naukratis [London, 1886], p. 63)","ref"
"igch1647","Dressel, ZfN 1900, p. 258","ref"
"igch1647","Barron, Samos, p. 76","ref"
"igch1144","Leningrad (part, merged with  main coll.); museum material lost during war (part)","disposition"
"igch1144","DAK 1898, no. 7","ref"
"igch1144","OAK 1897 (publ. 1900), pp. 72-3","note"
"igch1144","Zograph, Ol'viia 1940, p. 296","ref"
"igch1144","Pakhomov III, 947; VIII, suppl. to 947 (pp.  107-8)","ref"
"igch1144","Golenko, Klio 46 (1965), pp. 318-9","ref"
"igch1127","Moscow (Pushkin)","disposition"
"igch1127","Shelov, NE 3 (1962), pp. 57, 121-2","ref"
"igch1127","Kharko, Soobshcheniia Gosudarstvennogo Muzeia  izobrazitel'nykh iskusstv imeni A.S. Push- kina 4 (Leningrad, 1968), pp. 94-95","ref"
"igch2024","Reggio","disposition"
"igch2024","Procopio, AIIN 1954, pp. 59-60","ref"
"igch2024","Pfeiler, JNG 1964, pp. 34-6","ref"
"igch1740","Unknown","disposition"
"igch1740","Pakhomov I, p. 39, no. 26","ref"
"igch1740","Vasmer p. 283","ref"
"igch0644","Zagreb almost all Brunsmid, Vjesnik Hrvatskoga Archeol. Drustva 2 (1896-7), pp. 1-42; 4 (1899-1900), p. 81; 6 (1902), p. 167; 8 (1905), p. 176","disposition"
"igch0644","Bahrfeldt, BMzB 1900, pp. 2863-8, 2885-90,  2898-900, 2914-6; 1901, pp. 2929-322 - Mazin, pp. 1-29","ref"
"igch0644","Patsch, Schriften der Balkaner Komm. 1 (Vienna,  1900), p. 52","ref"
"igch0644","Blanchet, RN 1901, pp. 290-3 (review of Bahr- feldt, BMzB 1900)","ref"
"igch0644","Willers, NZ 1904, p. 5, note 5; 1919, p. 127","ref"
"igch0644","Haeberlin, Aes Grave (Frankfurt, 1910), p. 16","ref"
"igch0644","Cf. Jenkins-Lewis, Carthage, p. 61, Hoard XXI","ref"
"igch2077","Syracuse 22 (2 Acragas, 4  Gela, 5 Messana, 11 Syracuse)","disposition"
"igch2077","Orsi's notes","ref"
"igch2077","Currò Pisanò AIIN 1962-4, pp. 225, 238","note"
"igch2077","Jenkins, Gela, p. 153","ref"
"igch0204","dispersed","disposition"
"igch0204","Information from W. Schwabacher (6 coins seen)","note"
"igch0281","New York 244","disposition"
"igch0281","Bellinger, NNM 42 (1930), pp. 1-9, a few illus.","ref"
"igch0281","Thompson, Athens, pp. 526 ff.","ref"
"igch0281","Price, NC 6964, pp. 27-36","ref"
"igch1423","New York 963, as detailed  above","disposition"
"igch1423","Information from E. T. Newell","note"
"igch1423","The coins of Alexander III from Priene and  Chios are generally dated later in the 3rd cent. B.C. and may be intrusive. For the Seleucid coins cf. ESM and WSM, indices of hds.","note"
"igch1878","E. P. Warren, then London 13 and Lloyd 1 Croton (SNG 593)","disposition"
"igch1878","BM Register of Acquisitions for 1929","note"
"igch1878","Hill, NC 1930, p. 286, illus. (Croton)","ref"
"igch1878","BMQ 1929-30, p. 101, illus. (Croton)","ref"
"igch1878","Neither the dates of discovery nor of  acquisition by Warren are recorded, but lie may have acquired this hd. at about the same time as his other S. Italian hd., no. 1975 below, namely before 1900","note"
"igch1992","Taranto","disposition"
"igch1992","Scarfi, NSc 1962, p. 18","ref"
"igch1992","Photographic record in ANS","note"
"igch1715","Ann Arbor","disposition"
"igch1715","Haatvedt, et al., Karanis, p. 18, hoard 10","ref"
"igch0075","New York 3 Philips and  Sicyon? (see below)","disposition"
"igch0075","Information from C. Seltman and a Greek  correspondent","note"
"igch0075","Another portion of this (?) hd. is said to  have consisted of Locri Opuntii 1 st., Sicyon 15 st. and 63 dr., Elis 3 st. Sixteen triob. of Sicyon, labelled by Newell &#x022;Hoard 1928,&#x022; may belong to this find","note"
"igch1827","unknown","disposition"
"igch1827","Tychsen, Comment. Soc. Reg. Scient. Göttingensis, Classis hist. et phil. 1823, pp. 3-16, illus.","ref"
"igch1827","With the four coins listed above were  acquired four AE of Kushan types, but it is not explicitly stated that they belonged to the same hd.","note"
"igch0822","dispersed","disposition"
"igch0822","Gerasimov, BIAB 11 (1937), p. 316","ref"
"igch0310","Oxford","disposition"
"igch0310","Milne, NC 1936, p. 255","ref"
"igch0341","Athens","disposition"
"igch0341","Constantopoulos, BCH 1933, p. 238","ref"
"igch0341","According to recent information this hd.  and nos. 342 and 343 below are very likely from a single find","note"
"igch1129","dispersed","disposition"
"igch1129","DAK 1881, no. 7, p. 22","ref"
"igch1129","OAK 1881 (publ. 1883), p. xiv","note"
"igch1268","dispersed","disposition"
"igch1268","Information from E. G. S. Robinson","note"
"igch1268","This hd. may be identical with the Kara- pinar hd., no. 1245 above. However, it contained the issue Bab. Traité II.2, no. 1575, which was not recorded for the latter","note"
"igch0475","unknown","disposition"
"igch0475","Leake, NC 1855, p. 213, note","ref"
"igch0475","Robert, Études, p. 209","ref"
"igch0475","Possibly the same hd. as no. 476 below","note"
"igch0892","Sumen coll. 6","disposition"
"igch0892","Gerasimov, BIAB 25 (1962), p. 228","ref"
"igch0035","Athens","disposition"
"igch0035","Varoucha, BCH 1939, p. 288","ref"
"igch1854","A. Cunningham 745","disposition"
"igch1854","Cunningham, NC 1872, pp. 158-69","ref"
"igch1854","BMC India, Greek and Scythic Kings (1886),  p. xxxvi","ref"
"igch1854","Cunningham examined 883 coins, as listed  above","note"
"igch1760","dispersed","disposition"
"igch1760","Le Rider (forthcoming)","note"
"igch1787","dispersed","disposition"
"igch1787","Information from H. Seyrig","note"
"igch1142","Leningrad (a part only, merged  with main coll.); museum material lost during war (a further part)","disposition"
"igch1142","DAK, report of V. V. Shkorpil, no. 77, of May 24,  1910","ref"
"igch1142","Zograph, Ol'viia 1940, p. 296","ref"
"igch1142","Golenko, Klio 46 (1965), p. 320","ref"
"igch1630","dispersed. Poor photos on file  in ANS","disposition"
"igch1630","Kadman, INCJ, hoard 13","ref"
"igch1630","Probably the same hd. as no. 1629 above","note"
"igch1042","Tiflis","disposition"
"igch1042","Makalatiia, SA 5 (1940), pp. 266-8","ref"
"igch1042","Zograph, &#x022;Nakhodky,&#x022; 45","ref"
"igch1042","Pakhomov IV, 992","ref"
"igch1042","Kuftin, Materialy k arkheologii Kolkhidy II  (Tiflis, 1950), pp. 2, 112","ref"
"igch1042","Golenko-Kapanadze, NE 6 (1966), pp. 31-61","ref"
"igch0277","New York","disposition"
"igch0277","Thompson, Athens, pp. 526 ff.","ref"
"igch1259","London, a part; New York 60,  as above except Athens 15, Sinope 3 (2 not in NC 1914)+ 1 frag., Miletus 1, Soli 10, Aradus 2, Unc. mint 0. New York has in addition 31 of the disputed pieces (Byzantium 4, sigloi 27) and another 3 oriental imit. of Athens (purchased by Newell from a dealer in New York in 1923) which have the deep chisel cuts characteristic of this Cilician find and may be from the hd.","disposition"
